Word;phon;lemme;cgram;freqlemfilms2;freqfilms2;islem;nblettres;puorth;puphon;nbsyll;cgramortho
lubie;lybi;lubie;NOM;2,41;1,37;1;5;4;4;2;NOM
macaroni;makaRoni;macaroni;NOM;3,11;1,37;1;8;8;8;4;NOM
martiens;maRsj5;martien;NOM;1,96;1,37;0;8;0;6;2;ADJ,NOM
monopoly;monopoli;monopoly;NOM;1,37;1,37;1;8;8;8;4;NOM
mâche;maS;mâcher;VER;5;1,37;0;5;5;3;1;NOM,VER
pointent;pw5t;pointer;VER;25,45;1,37;0;8;0;4;1;VER
polack;polak;polack;NOM;1,48;1,37;1;6;5;5;2;ADJ,NOM
protégée;pRoteZe;protégé;ADJ;4,17;1,37;0;8;0;6;3;VER,ADJ,NOM
prêtera;pREt°Ra;prêter;VER;62;1,37;0;7;0;0;3;VER
pseudo;ps2do;pseudo;NOM;1,62;1,37;1;6;6;5;2;NOM
quittais;kitE;quitter;VER;276,23;1,37;0;8;0;0;2;VER
rangé;R@Ze;rangé;ADJ;2,92;1,37;1;5;5;4;2;VER,ADJ
raton;Rat§;raton;NOM;1,7;1,37;1;5;5;4;2;NOM
salas;sala;saler;VER;7,6;1,37;0;5;0;4;2;VER
tricoter;tRikote;tricoter;VER;3,19;1,37;1;8;8;7;3;VER
éditeurs;edit9R;éditeur;NOM;8,5;1,37;0;8;0;5;3;NOM
abordé;abORde;aborder;VER;12,55;1,36;0;6;6;6;3;VER,ADJ
affût;afy;affût;NOM;1,42;1,36;1;5;5;3;2;NOM
aggravé;agRave;aggraver;VER;7,61;1,36;0;7;0;6;3;VER
apôtre;apotR;apôtre;NOM;2,89;1,36;1;6;3;5;2;NOM
babioles;babjOl;babiole;NOM;1,85;1,36;0;8;0;4;2;NOM
barbarie;baRbaRi;barbarie;NOM;1,37;1,36;1;8;8;7;3;NOM
bouffons;buf§;bouffon;NOM;6,79;1,36;0;8;0;4;2;VER,ADJ,NOM
carrés;kaRe;carré;ADJ;4,92;1,36;0;6;0;4;2;VER,ADJ,NOM
constat;k§sta;constat;NOM;1,38;1,36;1;7;7;5;2;ADJ,NOM
décevant;dEs°v@;décevant;ADJ;2,06;1,36;1;8;6;6;3;ADJ,VER
dégénéré;deZeneRe;dégénéré;NOM;2,16;1,36;1;8;8;8;4;VER,ADJ,NOM
délirant;deliR@;délirant;ADJ;3,05;1,36;1;8;6;6;3;ADJ,VER
dînera;din°Ra;dîner;VER;79,3;1,36;0;6;0;0;3;VER
empêches;@pES;empêcher;VER;121,85;1,36;0;8;0;0;2;VER
fermait;fERmE;fermer;VER;238,65;1,36;0;7;0;0;2;VER
figuier;figje;figuier;NOM;1,79;1,36;1;7;5;4;2;NOM
fourré;fuRe;fourré;ADJ;2,6;1,36;1;6;6;4;2;VER,ADJ,NOM
gradé;gRade;gradé;ADJ;1,61;1,36;1;5;5;5;2;ADJ,NOM
grappin;gRap5;grappin;NOM;1,54;1,36;1;7;7;5;2;NOM
gênera;ZEn°Ra;gêner;VER;57,76;1,36;0;6;0;0;3;VER
indécent;5des@;indécent;ADJ;2,09;1,36;1;8;8;5;3;ADJ
inverser;5vERse;inverser;VER;6,29;1,36;1;8;8;6;3;VER
isole;izOl;isoler;VER;14,1;1,36;0;5;0;0;2;VER
lavais;lavE;laver;VER;74,35;1,36;0;6;0;0;2;VER
levant;l°v@;lever;VER;165,98;1,36;0;6;6;4;2;ADJ,NOM,VER
marines;maRin;marine;ADJ;7,26;1,36;0;7;0;5;2;ADJ,NOM
optique;Optik;optique;ADJ;1,73;1,36;1;7;5;5;2;ADJ,NOM
ouvrier;uvRije;ouvrier;ADJ;6,07;1,36;1;7;6;6;3;ADJ,NOM
payée;peje;payé;ADJ;10,72;1,36;0;5;0;3;2;VER,ADJ
provenir;pRov°niR;provenir;VER;13,66;1,36;1;8;7;7;3;VER
reparlé;R°paRle;reparler;VER;19,93;1,36;0;7;0;6;3;VER
retirés;R°tiRe;retirer;VER;80,26;1,36;0;7;0;5;3;VER,ADJ
rital;Rital;rital;NOM;2,66;1,36;1;5;4;4;2;NOM
selles;sEl;selle;NOM;10,26;1,36;0;6;0;3;1;NOM,VER
servons;sERv§;servir;VER;309,81;1,36;0;7;0;0;2;VER
soutenue;sut°ny;soutenir;VER;35,56;1,36;0;8;0;6;3;VER,ADJ
staff;staf;staff;NOM;1,39;1,36;1;5;4;4;1;NOM
stands;st@d;stand;NOM;7,02;1,36;0;6;0;4;1;NOM
surpasse;syRpas;surpasser;VER;6,64;1,36;0;8;0;0;2;VER
tardive;taRdiv;tardif;ADJ;2,62;1,36;0;7;0;0;2;ADJ
temporel;t@poREl;temporel;ADJ;4,59;1,36;1;8;8;7;3;ADJ
terne;tERn;terne;ADJ;2;1,36;1;5;5;4;1;ADJ
tombais;t§bE;tomber;VER;407,82;1,36;0;7;0;0;2;VER
étouffée;etufe;étouffer;VER;28,5;1,36;0;8;8;5;3;VER,NOM
absorbé;apsORbe;absorber;VER;6,66;1,35;0;7;7;7;3;VER,ADJ
adéquat;adekwa;adéquat;ADJ;3,28;1,35;1;7;7;6;3;ADJ
ailier;elje;ailier;NOM;1,4;1,35;1;6;4;4;2;NOM
amicaux;amiko;amical;ADJ;9,88;1,35;0;7;0;0;3;ADJ
assurés;asyRe;assurer;VER;107,71;1,35;0;7;0;5;3;VER,ADJ,NOM
aviron;aviR§;aviron;NOM;1,73;1,35;1;6;4;4;3;NOM
avorton;avORt§;avorton;NOM;1,44;1,35;1;7;6;6;3;NOM
cacherai;kaS°RE;cacher;VER;204,13;1,35;0;8;0;0;3;VER
cachées;kaSe;caché;ADJ;10,47;1,35;0;7;0;4;2;VER,ADJ
caddie;kadi;caddie;NOM;1,5;1,35;1;6;5;4;2;NOM
choquée;Soke;choquer;VER;13,56;1,35;0;7;0;4;2;VER,ADJ
couvrait;kuvRE;couvrir;VER;88,29;1,35;0;8;0;0;2;VER
croître;kRwatR;croître;VER;4,79;1,35;1;7;6;5;1;VER
discorde;diskORd;discorde;NOM;1,41;1,35;1;8;8;7;2;NOM
disperse;dispERs;disperser;VER;10,58;1,35;0;8;0;0;2;VER
délicats;delika;délicat;ADJ;22,52;1,35;0;8;0;6;3;ADJ,NOM
enfilé;@file;enfiler;VER;11,42;1,35;0;6;6;5;3;VER,ADJ
fallut;faly;falloir;VER;1653,76;1,35;0;6;0;0;2;VER
frisbee;fRisbi;frisbee;NOM;1,35;1,35;1;7;5;5;2;NOM
félicité;felisite;féliciter;VER;15,72;1,35;0;8;8;8;4;VER,NOM
jupon;Zyp§;jupon;NOM;3;1,35;1;5;5;4;2;NOM
kleenex;klinEks;kleenex;NOM;1,35;1,35;1;7;4;5;2;NOM
louons;lw§;louer;VER;48,08;1,35;0;6;0;0;1;VER
légèreté;leZER°te;légèreté;NOM;1,35;1,35;1;8;7;7;4;NOM
macho;matSo;macho;ADJ;1,77;1,35;1;5;5;5;2;ADJ,NOM
malins;mal5;malin;NOM;22,67;1,35;0;6;0;4;2;ADJ,NOM
ozone;ozon;ozone;NOM;1,35;1,35;1;5;2;3;2;NOM
pelles;pEl;pelle;NOM;10,1;1,35;0;6;0;3;1;NOM
piano;pjano;piano;ADV;1,35;1,35;1;5;5;5;2;ADV,NOM
piétiné;pjetine;piétiner;VER;6,78;1,35;0;7;0;7;3;VER
pourpre;puRpR;pourpre;ADJ;2,25;1,35;1;7;7;5;1;ADJ,NOM
pures;pyR;pur;ADJ;58,46;1,35;0;5;0;3;1;ADJ
ressors;R°sOR;ressortir;VER;15,23;1,35;0;7;0;5;2;VER
réduis;Red8i;réduire;VER;27,88;1,35;0;6;0;5;2;VER
saines;sEn;sain;ADJ;26,63;1,35;0;6;0;3;1;ADJ
sauvées;sove;sauver;VER;246,54;1,35;0;7;0;4;2;VER
sinistre;sinistR;sinistre;NOM;1,41;1,35;1;8;8;7;2;ADJ,NOM
store;stOR;store;NOM;3,59;1,35;1;5;5;4;1;NOM
subit;sybi;subit;ADJ;3,06;1,35;1;5;5;4;2;VER,ADJ
terrien;tERj5;terrien;ADJ;4,2;1,35;1;7;7;5;2;ADJ,NOM
vigiles;viZil;vigile;NOM;3,44;1,35;0;7;0;5;2;ADJ,NOM
ébranler;ebR@le;ébranler;VER;3,37;1,35;1;8;8;6;3;VER
épingler;ep5gle;épingler;VER;2,76;1,35;1;8;8;6;3;VER
étriper;etRipe;étriper;VER;3,07;1,35;1;7;6;6;3;VER
évade;evad;évader;VER;12,8;1,35;0;5;0;0;2;VER
aboutir;abutiR;aboutir;VER;5,34;1,34;1;7;7;6;3;VER
aperçus;apERsy;apercevoir;VER;34,56;1,34;0;7;0;6;3;VER,NOM
couette;kwEt;couette;NOM;1,58;1,34;1;7;5;4;1;NOM
cueilli;k9ji;cueillir;VER;13,84;1,34;0;7;0;0;2;VER
deniers;d°nje;denier;NOM;1,97;1,34;0;7;0;3;2;NOM
déguisés;degize;déguiser;VER;14,89;1,34;0;8;0;6;3;VER,ADJ,NOM
escouade;Eskwad;escouade;NOM;1,46;1,34;1;8;5;4;2;NOM
flanquer;fl@ke;flanquer;VER;5,82;1,34;1;8;8;5;2;VER
fraction;fRaksj§;fraction;NOM;2,03;1,34;1;8;8;7;2;NOM
gagnante;gaN@t;gagnant;NOM;12,56;1,34;0;8;0;0;2;ADJ,NOM
garantie;gaR@ti;garanti;ADJ;3,33;1,34;0;8;8;6;3;ADJ,NOM,VER
grises;gRiz;gris;ADJ;19,64;1,34;0;6;0;0;1;ADJ,VER
habillés;abije;habillé;ADJ;10,45;1,34;0;8;0;5;3;VER,ADJ
imaginée;imaZine;imaginer;VER;194,29;1,34;0;8;0;7;4;VER
jumeau;Zymo;jumeau;ADJ;5,68;1,34;1;6;5;4;2;ADJ,NOM
largage;laRgaZ;largage;NOM;1,36;1,34;1;7;6;6;2;NOM
négligez;negliZe;négliger;VER;9,42;1,34;0;8;0;7;3;VER
ordonna;ORdona;ordonner;VER;36,73;1,34;0;7;0;0;3;VER
priait;pRijE;prier;VER;313,12;1,34;0;6;0;0;2;VER
produite;pRod8it;produire;VER;49,81;1,34;0;8;0;0;2;VER,ADJ
pègre;pEgR;pègre;NOM;1,34;1,34;1;5;3;3;1;NOM
reconnus;R°kony;reconnaître;VER;140,73;1,34;0;8;0;6;3;VER,ADJ
regorge;R°gORZ;regorger;VER;1,75;1,34;0;7;0;0;2;VER
tiges;tiZ;tige;NOM;3,73;1,34;0;5;0;3;1;NOM
treuil;tR9j;treuil;NOM;1,48;1,34;1;6;6;4;1;NOM
trouvés;tRuve;trouvé;ADJ;7,04;1,34;0;7;0;5;2;VER,ADJ
vendons;v@d§;vendre;VER;206,95;1,34;0;7;0;0;2;VER
vendrait;v@dRE;vendre;VER;206,95;1,34;0;8;0;0;2;VER
visuelle;viz8El;visuel;ADJ;6,71;1,34;0;8;0;6;2;ADJ
écrivant;ekRiv@;écrire;VER;305,92;1,34;0;8;0;0;3;VER
abords;abOR;abord;NOM;2,22;1,33;0;6;0;4;2;NOM
actifs;aktif;actif;ADJ;10,15;1,33;0;6;0;5;2;ADJ,NOM
armer;aRme;armer;VER;29,77;1,33;1;5;5;4;2;VER
attaques;atak;attaquer;VER;99,63;1,33;0;8;0;4;2;NOM,VER
baiserai;bEz°RE;baiser;VER;112,82;1,33;0;8;0;0;3;VER
balancez;bal@se;balancer;VER;40,12;1,33;0;8;0;6;3;VER
boucles;bukl;boucler;VER;24,61;1,33;0;7;0;4;1;NOM,VER
bricoler;bRikole;bricoler;VER;4,03;1,33;1;8;8;7;3;VER
burger;b9Rg9R;burger;NOM;2,31;1,33;1;6;5;5;2;NOM
burnes;byRn;burne;NOM;1,42;1,33;0;6;0;4;1;NOM
carats;kaRa;carat;NOM;1,46;1,33;0;6;0;4;2;NOM
cyclone;siklon;cyclone;NOM;1,42;1,33;1;7;7;6;2;NOM
damnés;dane;damné;NOM;2,57;1,33;0;6;0;4;2;VER,ADJ,NOM
dessinée;desine;dessiner;VER;29,97;1,33;0;8;0;6;3;VER
droiture;dRwatyR;droiture;NOM;1,33;1,33;1;8;6;6;2;NOM
enlevait;@l°vE;enlever;VER;172,47;1,33;0;8;0;0;3;VER
feutre;f2tR;feutre;NOM;1,45;1,33;1;6;6;4;1;NOM,VER
filons;fil§;filer;VER;100,97;1,33;0;6;0;4;2;VER,NOM
grèves;gREv;grève;NOM;15,87;1,33;0;6;0;4;1;VER,NOM
guérie;geRi;guéri;ADJ;3,46;1,33;0;6;0;4;2;ADJ,VER
hippie;ipi;hippie;NOM;3,68;1,33;1;6;6;3;2;ADJ,NOM
javel;ZavEl;javel;NOM;1,33;1,33;1;5;5;4;2;NOM
lapon;lap§;lapon;ADJ;1,44;1,33;1;5;4;4;2;ADJ,NOM
marrants;maR@;marrant;ADJ;35,7;1,33;0;8;0;4;2;ADJ,NOM
motive;motiv;motiver;VER;5,5;1,33;0;6;0;0;2;VER
mourons;muR§;mourir;VER;916,4;1,33;0;7;0;4;2;VER,NOM
nappes;nap;nappe;NOM;4,34;1,33;0;6;0;3;1;NOM
noires;nwaR;noir;NOM;79,75;1,33;0;6;0;4;1;ADJ,NOM
obsédés;opsede;obsédé;NOM;3,73;1,33;0;7;0;6;3;VER,ADJ,NOM
occultes;okylt;occulte;ADJ;2,28;1,33;0;8;0;5;2;ADJ
osseuse;os2z;osseux;ADJ;1,73;1,33;0;7;0;0;2;ADJ
paternel;patERnEl;paternel;ADJ;3,29;1,33;1;8;8;8;3;ADJ,NOM
posés;poze;poser;VER;217,2;1,33;0;5;0;4;2;VER,ADJ
prétendu;pRet@dy;prétendu;ADJ;2,82;1,33;1;8;8;7;3;VER,ADJ
recueil;R°k9j;recueil;NOM;1,52;1,33;1;7;7;5;2;NOM
rejeté;R°Zte;rejeté;ADJ;4,03;1,33;1;6;6;5;2;VER,ADJ
rosaire;RozER;rosaire;NOM;1,54;1,33;1;7;5;5;2;NOM
rouquin;Ruk5;rouquin;NOM;2,84;1,33;1;7;6;4;2;ADJ,NOM
récital;Resital;récital;NOM;1,41;1,33;1;7;7;7;3;NOM
régnera;ReN°Ra;régner;VER;22,75;1,33;0;7;0;0;3;VER
stoppez;stope;stopper;VER;9,46;1,33;0;7;0;5;2;VER
survis;syRvi;survivre;VER;63,62;1,33;0;6;0;5;2;VER
sévit;sevi;sévir;VER;3,23;1,33;0;5;0;0;2;VER
temples;t@pl;temple;NOM;15,69;1,33;0;7;0;4;1;NOM
texture;tEkstyR;texture;NOM;1,57;1,33;1;7;6;6;2;NOM
tortues;tORty;tortue;NOM;5,34;1,33;0;7;0;5;2;ADJ,NOM
turque;tyRk;turc;ADJ;4,25;1,33;0;6;0;4;1;ADJ,NOM
vaincu;v5ky;vaincu;ADJ;2,42;1,33;1;6;6;4;2;VER,ADJ,NOM
valser;valse;valser;VER;1,93;1,33;1;6;6;5;2;VER
vaudou;vodu;vaudou;ADJ;1,48;1,33;1;6;6;4;2;ADJ,NOM
éphémère;efemER;éphémère;ADJ;1,73;1,33;1;8;8;6;3;ADJ,NOM
achetais;aS°tE;acheter;VER;290,7;1,32;0;8;0;0;3;VER
aimeront;Em°R§;aimer;VER;1655,07;1,32;0;8;0;0;3;VER
alimente;alim@t;alimenter;VER;6,24;1,32;0;8;0;0;3;VER
alouette;alwEt;alouette;NOM;1,41;1,32;1;8;5;4;2;NOM
apitoyer;apitwaje;apitoyer;VER;2,52;1,32;1;8;6;7;4;VER
aveuglé;av9gle;aveugler;VER;6,5;1,32;0;7;0;6;3;VER
bambou;b@bu;bambou;NOM;1,73;1,32;1;6;6;4;2;NOM
bélier;belje;bélier;NOM;1,51;1,32;1;6;5;4;2;NOM
calèche;kalES;calèche;NOM;1,36;1,32;1;7;4;5;2;NOM
chargés;SaRZe;chargé;ADJ;9,61;1,32;0;7;0;5;2;VER,ADJ
chaux;So;chaux;NOM;1,32;1,32;1;5;5;2;1;NOM
choqué;Soke;choqué;ADJ;2,65;1,32;1;6;6;4;2;VER,ADJ
cocher;koSe;cocher;VER;2,15;1,32;1;6;6;4;2;NOM,VER
consigné;k§siNe;consigner;VER;3,46;1,32;0;8;8;6;3;VER,ADJ
conter;k§te;conter;VER;3,76;1,32;1;6;6;4;2;VER
désarroi;dezaRwa;désarroi;NOM;1,33;1,32;1;8;7;6;3;NOM
entourés;@tuRe;entourer;VER;23,99;1,32;0;8;0;5;3;VER,ADJ
escroqué;EskRoke;escroquer;VER;2,83;1,32;0;8;0;6;3;VER
fourbe;fuRb;fourbe;ADJ;1,7;1,32;1;6;6;4;1;ADJ,NOM
frits;fRi;frire;VER;6,63;1,32;0;5;0;0;1;VER
gamins;gam5;gamin;ADJ;22,15;1,32;0;6;0;4;2;ADJ,NOM
hâter;ate;hâter;VER;5,63;1,32;1;5;5;3;2;VER
injecte;5ZEkt;injecter;VER;6,83;1,32;0;7;0;0;2;VER
monopole;monopOl;monopole;NOM;1,61;1,32;1;8;8;7;3;NOM
obligés;obliZe;obligé;ADJ;10,24;1,32;0;7;0;6;3;VER,ADJ,NOM
obscures;OpskyR;obscur;ADJ;11,06;1,32;0;8;0;6;2;ADJ
oliviers;olivje;olivier;NOM;2,09;1,32;0;8;0;5;3;NOM
opposé;opoze;opposé;ADJ;3,51;1,32;1;6;6;5;3;VER,ADJ,NOM
par-delà;paRd°la;par-delà;PRE;1,32;1,32;1;8;7;6;3;PRE
penchée;p@Se;pencher;VER;16,9;1,32;0;7;0;4;2;VER,ADJ
pliez;plije;plier;VER;14,37;1,32;0;5;0;5;2;VER
puberté;pybERte;puberté;NOM;1,32;1,32;1;7;7;7;3;NOM
rampez;R@pe;ramper;VER;11,55;1,32;0;6;0;4;2;VER
refroidi;R°fRwadi;refroidir;VER;10,57;1,32;0;8;8;8;3;ADJ,VER
riais;RjE;rire;VER;140,24;1,32;0;5;0;0;1;VER
rigolais;RigolE;rigoler;VER;47,56;1,32;0;8;0;0;3;VER
roulotte;RulOt;roulotte;NOM;1,59;1,32;1;8;8;4;2;NOM
runes;Ryn;rune;NOM;2,4;1,32;0;5;0;3;1;NOM
skipper;skip9R;skipper;NOM;1,32;1,32;1;7;5;5;2;NOM,VER
stockage;stokaZ;stockage;NOM;1,33;1,32;1;8;6;5;2;NOM
tampons;t@p§;tampon;NOM;4,28;1,32;0;7;0;4;2;NOM
tiercé;tjERse;tiercé;NOM;1,32;1,32;1;6;6;6;2;ADJ,NOM
treille;tREj;treille;NOM;1,66;1,32;1;7;7;4;1;NOM
trouer;tRue;trouer;VER;4,27;1,32;1;6;5;4;2;VER
visent;viz;viser;VER;38,03;1,32;0;6;0;0;1;VER
éplucher;eplySe;éplucher;VER;3,27;1,32;1;8;8;6;3;VER
étouffes;etuf;étouffer;VER;28,5;1,32;0;8;0;0;2;VER
anémie;anemi;anémie;NOM;1,31;1,31;1;6;6;5;3;NOM,VER
belge;bElZ;belge;NOM;2;1,31;1;5;5;4;1;ADJ,NOM
brûlé;bRyle;brûlé;NOM;2,35;1,31;1;5;5;5;2;VER,ADJ,NOM
chevelu;S°v°ly;chevelu;ADJ;1,53;1,31;1;7;7;6;3;ADJ
cloisons;klwaz§;cloison;NOM;2,83;1,31;0;8;0;6;2;NOM
coffre;kOfR;coffrer;VER;7,75;1,31;0;6;6;4;1;NOM,VER
conçois;k§swa;concevoir;VER;18,75;1,31;0;7;0;0;2;VER
d'emblée;d@ble;d'emblée;ADV;1,31;1,31;1;8;8;3;2;ADV
diriges;diRiZ;diriger;VER;65,1;1,31;0;7;0;0;2;VER
distrait;distRE;distrait;ADJ;2,14;1,31;1;8;8;6;2;VER,ADJ,NOM
défoule;deful;défouler;VER;3,39;1,31;0;7;0;0;2;VER
fastoche;fastOS;fastoche;ADJ;1,31;1,31;1;8;5;5;2;ADJ
foyer;fwaje;foyer;ADJ;1,32;1,31;1;5;4;5;2;ADJ,NOM
gadget;gadZEt;gadget;NOM;2,8;1,31;1;6;4;5;2;NOM
habitat;abita;habitat;NOM;1,38;1,31;1;7;7;5;3;NOM
hot dog;OtdOg;hot dog;NOM;2,69;1,31;1;7;4;3;2;NOM
infecte;5fEkt;infect;ADJ;3,61;1,31;0;7;0;5;2;ADJ,VER
lamente;lam@t;lamenter;VER;3,37;1,31;0;7;0;0;2;VER
lancent;l@s;lancer;VER;75,22;1,31;0;7;0;3;1;VER
méfient;mefi;méfier;VER;26,68;1,31;0;7;0;0;2;VER
mélasse;melas;mélasse;NOM;1,31;1,31;1;7;5;5;2;NOM
orale;oRal;oral;ADJ;2,31;1,31;0;5;0;4;2;ADJ
parcours;paRkuR;parcourir;VER;15,46;1,31;0;8;8;6;2;VER,NOM
plouf;pluf;plouf;ONO;1,31;1,31;1;5;5;4;1;ONO
pèlerin;pEl°R5;pèlerin;NOM;4,04;1,31;1;7;7;6;3;NOM
reculent;R°kyl;reculer;VER;52,15;1,31;0;8;0;5;2;VER
rédigée;RediZe;rédiger;VER;8,49;1,31;0;7;0;5;3;VER
réfugie;RefyZi;réfugier;VER;6,72;1,31;0;7;0;0;3;VER
rétrécit;RetResi;rétrécir;VER;3,51;1,31;0;8;0;7;3;VER
semblais;s@blE;sembler;VER;229,25;1,31;0;8;0;0;2;VER
sonneur;son9R;sonneur;NOM;1,34;1,31;1;7;6;4;2;NOM
strings;stRiG;string;NOM;3,9;1,31;0;7;0;5;1;NOM
tueuses;t82z;tueur;NOM;64,06;1,31;0;7;0;3;1;NOM
tâchons;taS§;tâcher;VER;11,41;1,31;0;7;0;0;2;VER
villas;villa;villa;NOM;16,61;1,31;0;6;0;4;2;NOM
virile;viRil;viril;ADJ;4,82;1,31;0;6;0;5;2;ADJ
vitamine;vitamin;vitamine;NOM;5,77;1,31;1;8;8;7;3;NOM
éloge;elOZ;éloge;NOM;2,62;1,31;1;5;5;3;2;NOM
éloges;elOZ;éloge;NOM;2,62;1,31;0;6;0;3;2;NOM
élucider;elyside;élucider;VER;2,43;1,31;1;8;7;7;4;VER
émane;eman;émaner;VER;2,77;1,31;0;5;0;0;2;VER
épatante;epat@t;épatant;ADJ;5,99;1,31;0;8;0;0;3;ADJ
épousez;epuze;épouser;VER;118,78;1,31;0;7;0;5;3;VER
affamée;afame;affamer;VER;6,62;1,3;0;7;0;4;3;VER,ADJ,NOM
allumé;alyme;allumé;ADJ;5,76;1,3;1;6;6;5;3;VER,ADJ,NOM
anchois;@Swa;anchois;NOM;1,3;1,3;1;7;6;4;2;NOM
arriviez;aRivje;arriver;VER;1252,42;1,3;0;8;0;0;3;VER
artisans;aRtiz@;artisan;NOM;3,09;1,3;0;8;0;6;3;NOM
atome;atom;atome;NOM;2,85;1,3;1;5;5;4;2;NOM
atténuer;aten8e;atténuer;VER;2,47;1,3;1;8;7;6;3;VER
bifteck;biftEk;bifteck;NOM;1,45;1,3;1;7;5;5;2;NOM
blairer;bleRe;blairer;VER;1,39;1,3;1;7;7;4;2;VER
bouée;bwe;bouée;NOM;2,04;1,3;1;5;4;3;1;NOM
brick;bRik;brick;NOM;1,51;1,3;1;5;5;4;1;NOM
brisées;bRize;briser;VER;55,2;1,3;0;7;0;5;2;VER,NOM
charmer;SaRme;charmer;VER;5,69;1,3;1;7;7;5;2;VER
chenil;S°nil;chenil;NOM;1,4;1,3;1;6;6;5;2;NOM
chiais;SjE;chier;VER;67,53;1,3;0;6;0;0;1;VER
condor;k§dOR;condor;NOM;1,33;1,3;1;6;6;5;2;NOM
cruelles;kRyEl;cruel;ADJ;28,98;1,3;0;8;0;5;2;ADJ
danserai;d@s°RE;danser;VER;137,36;1,3;0;8;0;0;3;VER
donnes;dOn;donne;NOM;25,03;1,3;0;6;0;3;1;NOM,VER
défoncée;def§se;défoncer;VER;16,85;1,3;0;8;0;6;3;VER,ADJ
dépôts;depo;dépôt;NOM;13,2;1,3;0;6;0;4;2;NOM
endorme;@dORm;endormir;VER;48,19;1,3;0;7;0;0;2;VER
enverras;@vERa;envoyer;VER;360,16;1,3;0;8;0;0;3;VER
euskera;2skeRa;euskera;NOM;1,3;1,3;1;7;4;3;3;NOM
examinée;Egzamine;examiner;VER;36,36;1,3;0;8;0;8;4;VER
feeling;filiG;feeling;NOM;1,53;1,3;1;7;4;5;2;NOM
frangine;fR@Zin;frangin;NOM;9,03;1,3;0;8;0;0;2;NOM
gardées;gaRde;garder;VER;338,4;1,3;0;7;0;5;2;VER,ADJ
glaciale;glasjal;glacial;ADJ;3,81;1,3;0;8;0;7;2;ADJ
gorges;gORZ;gorge;NOM;30,87;1,3;0;6;0;4;1;NOM,VER
gravir;gRaviR;gravir;VER;2,6;1,3;1;6;6;6;2;VER
guinées;gine;guinée;NOM;1,4;1,3;0;7;0;4;2;NOM
hardi;aRdi;hardi;ADJ;2,22;1,3;1;5;5;4;2;ADJ,ONO
inapte;inapt;inapte;ADJ;2;1,3;1;6;6;5;2;ADJ
initial;inisjal;initial;ADJ;2,86;1,3;1;7;7;7;3;ADJ
jaquette;ZakEt;jaquette;NOM;1,34;1,3;1;8;7;5;2;NOM
kopeck;kopEk;kopeck;NOM;1,52;1,3;1;6;5;4;2;NOM
label;labEl;label;NOM;1,59;1,3;1;5;5;4;2;NOM
libérée;libeRe;libéré;ADJ;4,05;1,3;0;7;0;6;3;VER,ADJ
limitée;limite;limité;ADJ;3,66;1,3;0;7;0;6;3;VER,ADJ
loutre;lutR;loutre;NOM;2,52;1,3;1;6;5;4;1;NOM
monotone;monotOn;monotone;ADJ;1,48;1,3;1;8;8;7;3;ADJ
mortier;mORtje;mortier;NOM;2,06;1,3;1;7;6;5;2;NOM
motiver;motive;motiver;VER;5,5;1,3;1;7;6;6;3;VER
muffin;m9fin;muffin;NOM;2,96;1,3;1;6;4;4;2;NOM
pincée;p5se;pincée;NOM;1,37;1,3;1;6;6;4;2;VER,NOM
poupe;pup;poupe;NOM;1,3;1,3;1;5;5;3;1;NOM
proue;pRu;proue;NOM;1,3;1,3;1;5;5;3;1;NOM
précède;pResEd;précéder;VER;6,09;1,3;0;7;0;0;2;VER
purge;pyRZ;purger;VER;5,46;1,3;0;5;5;4;1;NOM,VER
rations;Rasj§;ration;NOM;3,54;1,3;0;7;0;5;2;NOM,VER
refusé;R°fyze;refusé;ADJ;2,15;1,3;1;6;6;5;3;VER,ADJ,NOM
regagne;R°gaN;regagner;VER;9,54;1,3;0;7;0;0;2;VER
saignent;sEN;saigner;VER;34,86;1,3;0;8;0;0;1;VER
samouraï;samuRaj;samouraï;NOM;1,66;1,3;1;8;5;4;3;NOM
sinus;sinys;sinus;NOM;1,3;1,3;1;5;5;5;2;NOM
sportif;spORtif;sportif;NOM;3,11;1,3;1;7;7;7;2;ADJ,NOM
subvenir;sybv°niR;subvenir;VER;1,52;1,3;1;8;7;5;3;VER
tentera;t@t°Ra;tenter;VER;79,75;1,3;0;7;0;0;3;VER
terreurs;tER9R;terreur;NOM;15,18;1,3;0;8;0;4;2;NOM
tolérant;toleR@;tolérant;ADJ;2,44;1,3;1;8;8;6;3;ADJ,VER
traitant;tREt@;traiter;VER;104,04;1,3;0;8;7;5;2;ADJ,VER
troue;tRu;trouer;VER;4,27;1,3;0;5;0;3;1;VER
truites;tR8it;truite;NOM;3,65;1,3;0;7;0;5;1;NOM
étripe;etRip;étriper;VER;3,07;1,3;0;6;0;0;2;VER
évanouis;evanwi;évanouir;VER;18,93;1,3;0;8;0;6;3;ADJ,VER
évitons;evit§;éviter;VER;87,47;1,3;0;7;0;0;3;VER
acceptés;aksEpte;accepter;VER;165,84;1,29;0;8;0;7;3;VER
arrangée;aR@Ze;arranger;VER;116,14;1,29;0;8;0;5;3;VER
bamboula;b@bula;bamboula;NOM;1,29;1,29;1;8;7;5;3;NOM
cacao;kakao;cacao;NOM;1,3;1,29;1;5;5;5;3;NOM
